Title,number of examinations,Subtitle,Questions
35_93,35,93,"ハイドロダイセクション時に後囊破損を発生しやすいのはどれか．2 つ選べ． 
ａ　浅前房　　　　 
ｂ　核白内障　　
ｃ　後極白内障 
ｄ    Zinn 小帯脆弱　　
ｅ　小さい径の連続円形切囊（CCC） "
35_94,35,94,"翼状片手術で正しいのはどれか． 
ａ　未成年は手術適応にならない． 
ｂ　瞳孔領にかかるまでは手術を控える． 
ｃ　再発防止には術後の消炎が重要である． 
ｄ　翼状片の再発はほとんどが初回手術後 1 年以降に生じる． 
ｅ　同一眼に白内障手術を同時に行った場合は保険算定できない． "
35_95,35,95,"眼振の手術法で誤っているのはどれか． 
ａ 後藤法　　
ｂ Anderson 法　　
ｃ Brown 手術　　
ｄ Faden 手術　　
ｅ Kestenbaum 法 "
35_96,35,96,"正しいのはどれか． 
ａ　毛様体扁平部は鼻側より耳側で前後幅が広い． 
ｂ　高度遠視眼では毛様体扁平部の前後幅は広い． 
ｃ　鋸状縁の位置は 4 つの外直筋の付着部と一致する． 
ｄ　角膜輪部から鋸状縁までの距離は全周ほぼ等しい． 
ｅ　硝子体手術における強膜穿刺部位は年齢，屈折にかかわらず 4 mm とする． "
35_97,35,97,"硝子体手術施行時，硝子体を可視化するために用いるトリアムシノロンアセトニドによって生じる合併症はどれか． 2 つ選べ． 
ａ　角膜混濁　　　　
ｂ　眼圧上昇　　
ｃ　硝子体出血 
ｄ　無菌性眼内炎　　
ｅ　裂孔原性網膜剝離 "
35_98,35,98,"眼内タンポナーデで正しいのはどれか． 
ａ    100％の SF6 の膨張率は約 2 倍である． 
ｂ    SF6 が眼内で膨張しない最大濃度は約 10％である． 
ｃ　シリコーンオイルより液体パーフルオロカーボンの方が比重は低い． 
ｄ　無水晶体眼にシリコーンオイルを用いる際には上方の虹彩切除を行う． 
ｅ　液体パーフルオロカーボンは硝子体手術後，2 か月間は留置しても良い． "
35_99,35,99,"眼球運動障害の原因となる術式はどれか．2 つ選べ． 
ａ　強膜内陥術　　　　　　　　
ｂ　眼外法線維柱帯切開術 
ｃ　眼内レンズ強膜内固定術　　
ｄ　チューブシャント手術（Baerveldt®） 
ｅ　チューブシャント手術（EX­PRESS®） "
35_100,35,100,"角膜内皮障害を最も起こしやすい術式はどれか． 
ａ　隅角癒着解離術　　　　　
ｂ　線維柱帯切開術　　
ｃ　線維柱帯切除術 
ｄ　選択的線維柱帯形成術　　
ｅ　白内障手術併用眼内ドレーン（iStent®）"
34_1,34,1,"房水で正しいのはどれか． 
ａ　睡眠時は産生が低下する．　　　　　　
ｂ　加齢とともに産生が増加する． 
ｃ　血液房水関門は虹彩血管にはない．　　
ｄ　毛様体色素上皮が血液房水関門を形成する． 
ｅ　プロスタグランジン関連薬は産生を低下させる． "
34_2,34,2,"水晶体囊で最も薄い部位はどれか． 
ａ　前囊中央部　　
ｂ　前囊周辺部　　
ｃ　赤道部　　
ｄ　後囊中央部　　
ｅ　後囊周辺部 "
34_3,34,3,"眼の発生過程で正しいのはどれか． 
ａ　視溝　→　眼小窩　→　眼胞　→　眼杯　　
ｂ　視溝　→　眼胞　→　眼小窩　→　眼杯 
ｃ　眼小窩　→　視溝　→　眼胞　→　眼杯　　
ｄ　眼小窩　→　視溝　→　眼杯　→　眼胞 
ｅ　眼小窩　→　眼胞　→　視溝　→　眼杯 "
34_4,34,4,"神経外胚葉から発生するのはどれか．2 つ選べ． 
ａ　外眼筋　　
ｂ　水晶体　　
ｃ　角膜上皮　　
ｄ　感覚網膜　　
ｅ　網膜色素上皮 "
34_5,34,5,"毛様体で誤っているのはどれか． 
ａ　扁平部の幅は約 4 mm である．　　　　
ｂ　ひだ部は大突起と小突起からなる． 
ｃ　輪状筋の弛緩で近見調節が起こる．　　
ｄ　縦走筋の収縮で房水流出率が増大する． 
ｅ　毛様体突起は眼球内側から無色素上皮，色素上皮，実質からなる． "
34_6,34,6,"前眼部の解剖についての組合せで誤っているのはどれか． 
ａ　角膜上皮　　　　　　　長後毛様神経の終末 
ｂ    Berger 腔　　　　　　 虹彩裏面と水晶体前面の間 
ｃ　瞳孔括約筋　　　　　　副交感神経支配 
ｄ    Wieger 靱帯　　　　　 後囊保持 
ｅ　虹彩血管内皮　　　　　血液房水柵 "
34_7,34,7,"角膜実質の厚み（角膜中央部の角膜厚）に対する角膜上皮の厚みの比率はどれか． 
ａ　約 3％ 　　
ｂ　約 5％ 　　
ｃ　約 10％ 　　
ｄ　約 15％ 　　
ｅ　約 20％ "
34_8,34,8,"放射状乳頭周囲毛細血管が分布する網膜の層はどれか． 
ａ　神経線維層　　
ｂ　神経節細胞層　　
ｃ　内網状層　　
ｄ　外顆粒層　　
ｅ　視細胞層 "
34_9,34,9,"対側の動眼神経核から交叉支配を受けるのはどれか． 
ａ　上眼瞼挙筋　　
ｂ　上直筋　　
ｃ　内直筋　　
ｄ　下直筋　　
ｅ　下斜筋 "
34_10,34,10,"第一眼位で上直筋が収縮した場合に生じる眼球運動で正しいのはどれか．2 つ選べ． ａ　下転　　
ｂ　内転　　
ｃ　外転　　
ｄ　内方回旋　　
ｅ　外方回旋 "
34_11,34,11,"フルオレセイン蛍光眼底造影検査で正しいのはどれか． 
ａ　正常成人での腕網膜循環時間は約 5～8 秒である． 
ｂ　アナフィラキシーショックの頻度は数千件に 1 件程度である． 
ｃ　静注されたフルオレセインの約 80％はアルブミンと結合する． 
ｄ    window defect とは血液網膜柵の破綻による過蛍光状態を指す． 
ｅ　グリーン光で励起されたフルオレセインはブルーの蛍光を発する．"
34_12,34,12,"インドシアニングリーン蛍光眼底造影検査で正しいのはどれか．2 つ選べ． 
ａ　正常脈絡膜血管から漏出する． 
ｂ　静注されたインドシアニングリーンは主に腎臓から排泄される． 
ｃ　静注されたインドシアニングリーンのほとんどは血中蛋白に結合する． 
ｄ　インドシアニングリーンはグリーン光で励起されレッドの蛍光を発する． 
ｅ　悪心，嘔吐といった副作用はフルオレセイン蛍光眼底造影検査より少ない． "
34_13,34,13,"近見立体視検査はどれか．2 つ選べ． 
ａ Worth4 灯試験　　　　　　
ｂ 大型弱視鏡検査　　
ｃ Lang ステレオテスト 
ｄ Titmus ステレオテスト　　
ｅ Bagolini 線条ガラス試験 "
34_14,34,14,"労働安全衛生法に基づく定期健康診断で必須項目でないのはどれか． 
ａ　眼底検査　　
ｂ　視力検査　　
ｃ　聴力検査　　
ｄ　心電図検査　　
ｅ　胸部エックス線検査 "
34_15,34,15,"角膜移植のドナーになり得るのはどれか． 
ａ 敗血症　　　　　　　　 
ｂ 18 歳未満　　
ｃ 原因不明の死 
ｄ Creutzfeldt-Jakob 病　　
ｅ B型肝炎ウイルス抗原陽性者 "
34_16,34,16,"視覚障害認定基準で正しいのはどれか．2 つ選べ． 
ａ 視野障害の等級は 1 級から 5 級まである． 
ｂ 5 年以上臨床経験のある眼科医が等級認定を行う． 
ｃ 視野障害の評価には Goldmann 型視野計が必要である． 
ｄ 両眼による視野の 2 分の 1 以上が欠けていれば，身体障害認定に該当する． 
ｅ 一眼の視力が 0．02 のとき他眼の視力が 0．6 以下であれば，身体障害認定に該当する． "
34_17,34,17,"遺伝学的検査が保険収載されているのはどれか．2 つ選べ． 
ａ　無虹彩症　　
ｂ　網膜芽細胞腫　　
ｃ　網膜色素変性　　
ｄ　角膜ジストロフィ　　
ｅ　黄斑ジストロフィ "
34_18,34,18,"眼窩の悪性腫瘍で最も頻度が高いのはどれか． 
ａ　横紋筋肉腫　　
ｂ　腺様囊胞癌　　
ｃ　転移性腫瘍　　
ｄ　悪性リンパ腫　　
ｅ　孤立性線維性腫瘍 "
34_19,34,19,"涙腺腫大と外眼筋肥厚が生じる疾患はどれか．2 つ選べ． 
ａ Basedow 病　　　　
ｂ 眼虚血症候群　　
ｃ Sjögren 症候群　　 
ｄ IgG4 関連眼疾患　　
ｅ 多発血管炎性肉芽腫症 "
34_20,34,20,"涙液中の値が血液の値よりも低いのはどれか．2 つ選べ． 
ａ　カリウム　　
ｂ　分泌型 IgA　　
ｃ　アルブミン　　
ｄ　グルコース　　
ｅ　ラクトフェリン "
34_21,34,21,"涙道の解剖で正しいのはどれか．2 つ選べ． 
ａ　涙囊は蝶形骨に接している．　　　　 
ｂ　鼻涙管は下鼻道に開口している． 
ｃ　涙小管の周囲には Müller 筋がある． 
ｄ　涙小管の上皮は重層扁平上皮である． 
ｅ　涙小管垂直部の長さは約 8 mm，水平部は約 2 mm である． "
34_22,34,22,"涙道閉塞を来す可能性がある抗がん剤はどれか．2 つ選べ． 
ａ　ニボルマブ　　　　　
ｂ　ドセタキセル　　 
ｃ　マイトマイシン C　　
ｄ　メトトレキサート 
ｅ　テガフール・ギメラシル・オテラシルカリウム（TS-1） "
34_23,34,23,"結膜で正しいのはどれか． 
ａ リンパ管が発達している．　　　　 
ｂ 3～5 層の重層扁平上皮である． 
ｃ Krause 腺は瞼結膜にみられる．　　
ｄ 球結膜には Henle の陰窩がみられる． 
ｅ 杯細胞はワックスエステルを分泌する． "
34_24,34,24,"細菌性結膜炎で正しいのはどれか．2 つ選べ． 
ａ　起炎菌は表皮ブドウ球菌が最も多い． 
ｂ　片眼性の難治性結膜炎では涙小管炎の合併を考慮する． 
ｃ　クラミジア結膜炎では濾胞が融合して堤防状を呈する． 
ｄ　淋菌性結膜炎に対する第一選択薬はニューキノロン系である． 
ｅ　高齢者やアトピー性皮膚炎患者ではクラミジア結膜炎の発症率が高い． "
34_25,34,25,"結膜の杯細胞数が増加する疾患はどれか．2 つ選べ． 
ａ　眼類天疱瘡　　　　　　
ｂ　ドライアイ　　
ｃ　細菌性結膜炎 
ｄ　アレルギー性結膜炎　　
ｅ    Stevens-Johnson 症候群 "
34_26,34,26,"ピマリシン眼軟膏が効果を示すのはどれか．2 つ選べ． 
ａ Fusarium spp.　　　　　　 
ｂ Candida albicans　　
ｃ Mycobacterium chelonae 
ｄ Streptococcus pneumoniae　　
ｅ Staphylococcus epidermidis "
34_27,34,27,"病理組織学的に Congo レッド染色で陽性所見がみられるのはどれか．2 つ選べ． 
ａ　斑状角膜ジストロフィ　　　　
ｂ　格子状角膜ジストロフィ 
ｃ　膠様滴状角膜ジストロフィ　　
ｄ　角膜上皮基底膜ジストロフィ 
ｅ    Reis-Bücklers 角膜ジストロフィ "
34_28,34,28,"カタル性角膜潰瘍で適切でないのはどれか． 
ａ　フルオレセイン染色で染まる．　　　　　　　　
ｂ　副腎皮質ステロイド点眼が有効である． 
ｃ　潰瘍部位から黄色ブドウ球菌が検出される．　　
ｄ　角膜輪部と浸潤病巣の間に透明帯がみられる． 
ｅ    2 時，4 時，8 時，10 時方向が好発部位である． "
34_29,34,29,"Thygeson 点状表層角膜炎の治療で正しいのはどれか． 
ａ　角膜擦過　　　　　　　　　
ｂ　シクロスポリン点眼　　
ｃ　副腎皮質ステロイド点眼 
ｄ　アシクロビル眼軟膏点入　　
ｅ　マクロライド系抗菌薬内服 "
34_30,34,30,"ペルーシド辺縁角膜変性で正しいのはどれか． 
ａ　女性に多い．　　　　　　　　
ｂ　脂質沈着を伴う．　　
ｃ　青年期に発症する． 
ｄ　菲薄部で角膜が穿孔する．　　
ｅ　角膜上方周辺部に好発する． "
34_31,34,31,"LASIK 後に起こり得る合併症はどれか．2 つ選べ． 
ａ　白内障　　
ｂ　角膜拡張症　　
ｃ　角膜知覚低下　　
ｄ　水疱性角膜症　　
ｅ　閉塞隅角緑内障 "
34_32,34,32,"上皮型角膜ヘルペスの初期治療でアシクロビル眼軟膏の適切な点入回数はどれか． 
ａ 1 日 1 回　　
ｂ 1 日 2 回　　
ｃ 1 日 3 回　　
ｄ 1 日 4 回　　
ｅ 1 日 5 回 "
34_33,34,33,"角膜移植後の角膜感染症の原因となる代表的な病原体はどれか． 
ａ　緑膿菌　　
ｂ　酵母型真菌　　
ｃ　糸状型真菌　　
ｄ　アカントアメーバ　　
ｅ　サイトメガロウイルス "
34_34,34,34,"角膜混濁を来すのはどれか．3 つ選べ． 
ａ 腎不全　　
ｂ Coats 病　　
ｃ Wilson 病　　
ｄ 下垂体腫瘍　　
ｅ 多発性骨髄腫 "
34_35,34,35,"網膜格子状変性で正しいのはどれか．2 つ選べ． 
ａ　加齢により範囲が拡大する．　　　　　　　
ｂ　人口の約 30～40％にみられる． 
ｃ　格子状変性部では網膜が肥厚している．　　
ｄ　格子状変性巣部では硝子体が強く癒着している． 
ｅ　格子状変性巣内の円孔は若年者の裂孔原性網膜剝離に多くみられる． "
34_36,34,36,"網膜色素上皮下の病変でないのはどれか． 
ａ　軟性ドルーゼン　　　　　　
ｂ　眼内悪性リンパ腫　　
ｃ　ポリープ状脈絡膜血管症 
ｄ　卵黄状黄斑ジストロフィ　　
ｅ　パキコロイド血管新生黄斑症 "
34_37,34,37,"網膜芽細胞腫で正しいのはどれか． 
ａ　性差はない．　　　　　　　　
ｂ　遺伝性はない．　　
ｃ　白色人種に多い． 
ｄ　両眼の発症はまれである．　　
ｅ　日本での発症数は年間およそ 500 人である． "
34_38,34,38,"点状脈絡膜内層症（PIC）で正しいのはどれか． 
ａ　男性に多い．　　　　　　　　　　　
ｂ　片眼性である．　　
ｃ    OCT にて高輝度反射となる． 
ｄ    －10．00 D 以上の近視眼に多い．　　
ｅ　インドシアニングリーン蛍光眼底造影で過蛍光斑となる． "
34_39,34,39,"急性帯状潜在性網膜外層症（AZOOR）の特徴で誤っているのはどれか． 
ａ　若年女性に好発　　　　　　　　　　
ｂ　網膜内層の非薄化　　
ｃ    Mariotte 盲点の拡大 
ｄ　急激に発症する片眼性の視力低下　　
ｅ　多局所 ERG において視野欠損部位に一致した振幅低下 "
34_40,34,40,"糖尿病網膜症の進行の危険因子で誤っているのはどれか． 
ａ　妊娠　　
ｂ　高血圧　　
ｃ　高尿酸血症　　
ｄ　腎機能の低下　　
ｅ　糖尿病罹病期間 "
34_41,34,41,"網膜中心動脈閉塞で正しいのはどれか．2 つ選べ． 
ａ　網膜外層の浮腫がみられる．　　 
ｂ　強度近視が危険因子である．　　 
ｃ    ERG で b 波の減弱がみられる．　　
ｄ    OCTA で黄斑血管密度は減少する． 
ｅ　毛様網膜動脈による黄斑回避が約 30％にみられる． "
34_42,34,42,"網膜色素変性で正しいのはどれか．2 つ選べ． 
ａ　孤発例が多い．　　　　　　　　　　　
ｂ　初期の ERG は正常である．　　
ｃ　初発症状は視力低下である． 
ｄ    Usher 症候群では難聴を合併する．　　
ｅ　合併する白内障は前囊下混濁から始まる． "
34_43,34,43,"Coats 病で正しいのはどれか． 
ａ　女児に多い．　　　　　　　　
ｂ　両眼性が多い．　　
ｃ　家族性にみられる． 
ｄ　治療は網膜光凝固を行う．　　
ｅ　裂孔原性網膜剝離を生じる． "
34_44,34,44,"硝子体血管系遺残（旧，第一次硝子体過形成遺残）で正しいのはどれか．2 つ選べ． ａ　小眼球を伴うことが多い．　　　　
ｂ　両眼にみられることが多い． 
ｃ　眼内に石灰化所見がみられる．　　
ｄ　抗 VEGF 薬硝子体内注射が有効である． 
ｅ　前眼部型は後眼部型より視力予後は良好である． "
34_45,34,45,"サイトメガロウイルス虹彩炎で誤っているのはどれか． 
ａ　再発を繰り返す．　　　　　　
ｂ　続発緑内障を合併する． 
ｃ　角膜内皮細胞が減少する．　　
ｄ　免疫不全状態でなくても発症する． 
ｅ　診断には血清ウイルス抗体価の測定が有用である．"
34_46,34,46,"疾患と眼所見の組合せで誤っているのはどれか． 
ａ Behçet 病　　　　　　　　　　　　　　　　　　　　 視神経乳頭の新生血管 
ｂ 後部強膜炎　　　　　　　　　　　　　　　　　　　   浅前房 
ｃ 糖尿病虹彩炎　　　　　　　　　　　　　　　　　　   前房中の線維素（フィブリン） ｄ Posner-Schlossman 症候群　　　　　　　　　　　　  隅角の色素増加 
ｅ 尿細管間質性腎炎ぶどう膜炎（TINU）症候群　　　　 網膜血管炎 "
34_47,34,47,"Vogt-小柳-原田病の急性期の所見で正しいのはどれか．2 つ選べ． 
ａ 浅前房　　　　　　　　 
ｂ 皮膚白斑　　
ｃ 夕焼け状眼底 
ｄ OCT で脈絡膜菲薄化　　
ｅ インドシアニングリーン蛍光眼底造影で多発する斑状低蛍光 "
34_48,34,48,"急性前部ぶどう膜炎を来すのはどれか．2 つ選べ． 
ａ Bloch-Sulzberger 症候群　　
ｂ Buerger 病　　
ｃ Crohn 病　　
ｄ Reiter 病　　
ｅ Scheie 症候群 "
34_49,34,49,"日本において Behçet 病網膜ぶどう膜炎に対して承認されている生物学的製剤はどれか． 　2 つ選べ． 
ａ　アダリムマブ　　
ｂ　インフリキシマブ　　
ｃ　エタネルセプト　　
ｄ　トシリズマブ　　
ｅ　リツキシマブ "
34_50,34,50,"若年性特発性関節炎に伴うぶどう膜炎で陽性率の高い血液検査項目はどれか． 
ａ    KL-6　　
ｂ　抗核抗体　　
ｃ　抗 CCP 抗体　　
ｄ　リウマチ因子　　
ｅ　可溶性 IL-2 受容体 "
34_51,34,51,"瘢痕期未熟児網膜症で生じるのはどれか．2 つ選べ． 
ａ　硝子体出血　　　　　
ｂ　黄斑網膜分離　　
ｃ　囊胞様黄斑浮腫 
ｄ　網膜色素上皮裂孔　　
ｅ　裂孔原性網膜剝離 "
34_52,34,52,"水晶体混濁の原因となるのはどれか．2 つ選べ． 
ａ　キノホルム　　　　　　　
ｂ　クロロキン　　
ｃ　ガラクトース 
ｄ　エタンブトール塩酸塩　　
ｅ　クロルプロマジン塩酸塩 "
34_53,34,53,"精神発達遅滞を来すのはどれか． 
ａ 無虹彩症　　　　　　　　
ｂ Werner 症候群　　
ｃ Schwartz 症候群 
ｄ Leber 遺伝性視神経症　　
ｅ Rubinstein-Taybi 症候群 "
34_54,34,54,"正しい組合せはどれか．2 つ選べ． 
ａ Usher 症候群　　　　　　　　　 黄斑変性 
ｂ Möbius 症候群　　　　　　　　　 外転神経麻痺 
ｃ CHARGE 症候群　　　　　　　　 類皮囊腫 
ｄ Goldenhar 症候群　　　　　　　　虹彩コロボーマ 
ｅ Axenfeld-Rieger 症候群　　　　　後部胎生環 "
34_55,34,55,"網膜色素変性を合併する全身疾患はどれか．2 つ選べ． 
ａ Down 症候群　　
ｂ Hurler 症候群　　
ｃ Stickler 症候群　　 
ｄ 先天風疹症候群　
ｅ Bardet-Biedl 症候群 "
34_56,34,56,"乳幼児の視力評価に有用でないのはどれか． 
ａ　選択視法　　
ｂ　対光反射　　
ｃ　大型弱視鏡　　
ｄ　視運動性眼反射　　
ｅ　森実式ドットカード "
34_57,34,57,"`＋2.50D の遠視で＋2.00D のコンタクトレンズを装用したとき，近点は眼前 50cm であった．調節力はどれか． 
ａ 1．50 D　　
ｂ 2．00 D　　
ｃ 2．50 D　　
ｄ 3．00 D　　
ｅ 3．50 D "
34_58,34,58,"70歳の女性．散瞳薬点眼後に羞明や見えにくさを訴えている． 　起こる変化で誤っているのはどれか． 
ａ　回折が増加する．　　
ｂ　散乱が増加する．　　 
ｃ　収差が増加する．　　
ｄ　焦点深度が浅くなる． 
ｅ　網膜照度が増加する． "
34_59,34,59,"前置レンズを置かず，検影器の直前に置いた調節視標を注視させ開散光にて検影法を行った． 　左眼の遠視性不同視弱視の場合，眼底反射のパターンはどれか． 
ａ　右眼　中和　　左眼　同行　　
ｂ　右眼　中和　　左眼　逆行　　
ｃ　右眼　逆行　　左眼　同行 
ｄ　右眼　同行　　左眼　中和　　
ｅ　右眼　逆行　　左眼　中和 "
34_60,34,60,"正しい組合せはどれか． 
ａ　微小斜視　　　　　　　　　　　　　　　　　4Δ基底外方試験正常 
ｂ　甲状腺眼症　　　　　　　　　　　　　　　　日内変動 
ｃ 　A 型内斜視　　　　　　　　　　　　　　　　顎引き頭位 
ｄ　交代性上斜位　　　　　　　　　　　　　　　交差性複視 
ｅ　上斜筋腱鞘症候群（Brown 症候群）　　　　　牽引試験陽性 "
34_61,34,61,"頭位異常を示すのはどれか． 
ａ　偽外斜視　　
ｂ　輻湊麻痺　　
ｃ　間欠性外斜視　　
ｄ　交代性上斜位　　
ｅ　後天共同性内斜視 "
34_62,34,62,"Sagging eye 症候群で正しいのはどれか． 
ａ　固定内斜視に移行する．　　
ｂ　筋移動術が適応である．　　
ｃ　遠見で複視がみられる． 
ｄ　好発年齢は 20 代である． 
ｅ　画像診断で外直筋上方偏位がみられる．"
34_63,34,63,"先天赤緑色覚異常で正しいのはどれか．2 つ選べ． 
ａ　保因者は女性のみである．　　 
ｂ　保因者の頻度は 5％である． 
ｃ　男性の有病率は 2％である．　　
ｄ 　1 型 2 色覚では L 錐体が欠損している． 
ｅ 　X 連鎖性遺伝形式を示すのは赤緑色覚異常のみである． "
34_64,34,64,"相対的瞳孔求心路障害（RAPD）で正しいのはどれか．2 つ選べ． 
ａ　視中枢病変では RAPD は陰性である． 
ｂ　視索の障害では同側の RAPD が陽性である． 
ｃ　視放線の障害では対側の RAPD が陽性である． 
ｄ　外側膝状体病変では対側の RAPD が陽性である． 
ｅ　片側性球後視神経炎では同側の RAPD が陽性である． "
34_65,34,65,"外側膝状体の視野障害で正しいのはどれか． 
ａ　黄斑回避　　
ｂ　耳側半月　　
ｃ　連合暗点　　
ｄ　楔形同名半盲　　
ｅ 　pie in the sky "
34_66,34,66,"抗アクアポリン ₄ 抗体陽性視神経炎の急性期でまず行う治療はどれか． 
ａ　血漿浄化療法　　　　　　　　　
ｂ　抗補体抗体点滴静注　　
ｃ　ステロイドパルス療法 
ｄ　免疫グロブリン大量点滴静注　　
ｅ　抗 IL-6 受容体抗体皮下注射 "
34_67,34,67,"女性に多い視神経疾患はどれか． 
ａ　鼻性視神経症　　　　　　　　　　
ｂ　虚血性視神経症　　
ｃ 　Leber 遺伝性視神経症 
ｄ　顕性遺伝（優性遺伝）性視神経症　　
ｅ　抗アクアポリン 4 抗体陽性視神経炎 "
34_68,34,68,"対光・近見反射解離がみられるのはどれか． 
ａ Brown 症候群　　　
ｂ Duane 症候群　　
ｃ one-and-a-half 症候群 
ｄ Parinaud 症候群　　
ｅ Wallenberg 症候群 "
34_69,34,69,"視神経障害を最も起こしやすい欠乏症はどれか． 
ａ　ビタミン A　　
ｂ　ビタミン B1　　
ｃ　ビタミン B2　　
ｄ　ビタミン B6　　
ｅ　ビタミン C "
34_70,34,70,"42歳の男性．日内変動のある眼瞼下垂を訴えているが，現在は所見がない．所見の確認に有用な検査はどれか． 
ａ　眼球突出度　　　
ｂ　アイステスト　　
ｃ　角膜知覚試験 
ｄ　上方注視試験　　
ｅ　エドロホニウム塩化物静注試験（テンシロンテスト） "
34_71,34,71,"視神経乳頭浮腫を起こしにくいのはどれか． 
ａ　鼻性視神経症　　　　
ｂ　梅毒性視神経症　　
ｃ　虚血性視神経症 
ｄ　糖尿病性視神経症　　
ｅ　エタンブトール視神経症 "
34_72,34,72,"外傷性視神経症の受傷直後の所見はどれか． 
ａ　瞳孔不同　　　　　　　
ｂ　視神経乳頭蒼白　　
ｃ　視神経乳頭浮腫 
ｄ　網膜神経線維層欠損　　
ｅ　相対的瞳孔求心路障害（RAPD） "
34_73,34,73,"動脈炎性虚血性視神経症で誤っているのはどれか． 
ａ　赤沈が亢進する．　　　　　　　　　　
ｂ　女性の方が多い． 
ｃ　側頭動脈に多核巨細胞がみられる．　　
ｄ　非動脈炎性より発生頻度が少ない． 
ｅ　無治療では僚眼に約 15～20％の症例で発症する． "
34_74,34,74,"小児の非外傷性外転神経麻痺の原因で最も多いのはどれか． 
ａ　虚血　　
ｂ　脳腫瘍　　
ｃ　脳動脈瘤　　
ｄ　ウイルス感染　　
ｅ　多発性硬化症 "
34_75,34,75,"眼球運動で正しいのはどれか．2 つ選べ． 
ａ　非共同性眼球運動には輻湊と開散がある．　　
ｂ　視運動性眼振とは反射性眼球運動である． 
ｃ　前庭動眼反射は非共同性眼球運動である．　　
ｄ　サッケードとは滑動性眼球運動のことである． 
ｅ　パスートとは速い動きの眼球運動のことである． "
34_76,34,76,"落屑症候群に伴う変化で誤っているのはどれか． 
ａ　眼圧上昇　　　　　　　　
ｂ　散瞳不良　　
ｃ 　Zinn 小帯脆弱 
ｄ　豚脂様角膜後面沈着物　　
ｅ　散瞳後の前房内色素遊出 "
34_77,34,77,"マイトマイシン C 併用線維柱帯切除術後 ５年間での濾過胞感染の累積発生頻度はどれか． 
ａ 0．02％ 　　
ｂ 0．2％ 　　
ｃ 2％ 　　
ｄ 5％ 　　
ｅ 10％ "
34_78,34,78,"選択的レーザー線維柱帯形成術（SLT）の適応でないのはどれか． 
ａ　落屑緑内障　　　　　　　
ｂ　ステロイド緑内障　　
ｃ　原発開放隅角緑内障 
ｄ　ぶどう膜炎続発緑内障　　
ｅ　点眼アレルギーのある正常眼圧緑内障"
34_79,34,79,"小児緑内障の診断基準の項目に含まれないのはどれか． 
ａ　眼圧　　
ｂ　眼軸長　　
ｃ    Haab 線　　
ｄ　陥凹乳頭径比　　
ｅ　角膜曲率半径 "
34_80,34,80,"OCT による緑内障の黄斑部網膜内層厚測定の結果に影響するもので誤っているのはどれか． 
ａ　黄斑上膜　　　　　　　　　　
ｂ　ラーニング・エフェクト　　 
ｃ　白内障による信号強度低下　　
ｄ　セグメンテーション・エラー　　 
ｅ　モーション・アーチファクト "
34_81,34,81,"日本で市販されている眼圧下降配合薬の組合せで誤っているのはどれか． 
ａ　カルテオロール塩酸塩　　　　　　ラタノプロスト 
ｂ　ブリモニジン酒石酸塩　　　　　　ブリンゾラミド 
ｃ　ブリモニジン酒石酸塩　　　　　　チモロールマレイン酸塩 
ｄ　チモロールマレイン酸塩　　　　　ビマトプロスト 
ｅ　チモロールマレイン酸塩　　　　　ブリンゾラミド "
34_82,34,82,"自動視野計で正しいのはどれか． 
ａ　視野の周辺部では感度の変動が小さい． 
ｂ　視野の閾値が上昇すると感度は上昇する． 
ｃ　偽陽性応答が増えると見かけの感度低下を認める． 
ｄ　エスターマンテストは単一輝度による閾上刺激である． 
ｅ　標準の視標サイズとして Goldmann サイズ 5 が用いられる． "
34_83,34,83,"鈍的眼外傷でみられないのはどれか． 
ａ　黄斑円孔　　
ｂ　毛様体解離　　
ｃ　角膜内皮障害　　
ｄ    Schwartz 症候群　　
ｅ    Purtscher 網膜症 "
34_84,34,84,"眼内異物で網膜毒性が最も高いのはどれか． 
ａ　鉄　　
ｂ　亜鉛　　
ｃ　ガラス　　
ｄ　アルミニウム　　
ｅ　ポリメチルメタクリレート "
34_85,34,85,"薬剤と眼合併症の組合せで誤っているのはどれか． 
ａ　ニボルマブ　　　　　　　　　　　　　ぶどう膜炎 
ｂ　エルゴタミン製剤　　　　　　　　　　網膜静脈閉塞 
ｃ　クエン酸シルデナフィル　　　　　　　青視症 
ｄ　タモキシフェンクエン酸　　　　　　　黄斑浮腫 
ｅ　ヒドロキシクロロキン硫酸塩　　　　　網膜分離症 "
34_86,34,86,"生物学的製剤と適応疾患の組合せで誤っているのはどれか． 
ａ　リツキシマブ　　　　　　　悪性リンパ腫 
ｂ　ラニビズマブ　　　　　　　未熟児網膜症 
ｃ　アダリムマブ　　　　　　　感染性ぶどう膜炎 
ｄ　アフリベルセプト　　　　　血管新生緑内障 
ｅ　インフリキシマブ　　　　　Behçet 病による難治性網膜ぶどう膜炎 "
34_87,34,87,"副腎皮質ステロイド全身投与開始時に併用を考慮すべき薬剤はどれか．2 つ選べ． 
ａ　アセトアミノフェン　　　　　
ｂ　ビスホスホネート製剤 
ｃ　ジクロフェナクナトリウム　　
ｄ　プラバスタチンナトリウム 
ｅ　スルファメトキサゾール・トリメトプリム（ST）合剤 "
